year,county,state,povrate,wagesal_percap,trans_gov_pc,trans_medicare_pc,oldfrac,totalpop,trans_medicaid_pc,unemprate
2016,"Robertson County, KY",21,24.6,4.3695621,11.327286,2.7848165,0.21741177,2125,3.7829566,6.2
2003,"Woodford County, KY",21,9.1,19.317699,4.5358157,0.88183498,0.1108045,23555,0.4728047,4.0
2016,"Woodford County, KY",21,12.1,16.4583,7.9258676,2.1199362,0.17152922,26118,0.83659822,3.2
2007,"Woodford County, KY",21,10.6,20.971111,5.539669,1.4095292,0.11906336,24214,0.53028893,3.9
2018,"Franklin County, KY",21,12.9,28.778978,10.765699,3.4388077,0.17893349,50801,1.600302,3.7
2014,"Robertson County, KY",21,23.0,4.0321236,11.256938,2.5334749,0.21510297,2185,3.4962144,7.8
2010,"Scott County, KY",21,11.3,23.704454,5.7708516,1.1623685,0.093455173,47274,0.63517869,8.7
2016,"Scott County, KY",21,10.4,28.153992,6.2213349,1.5631381,0.11470286,53425,0.85364926,3.8
2002,"Nicholas County, KY",21,,5.2244267,7.2920709,1.5121284,0.15053457,7015,1.8809736,6.9
2008,"Franklin County, KY",21,13.1,29.44132,8.2174282,2.3505535,0.133405,49301,0.93271673,5.8
2004,"Nicholas County, KY",21,15.3,5.1255169,7.8489871,1.828259,0.151842,7139,2.0187256,6.5
2008,"Nicholas County, KY",21,17.4,4.5549169,9.156271,2.349453,0.15332866,7135,1.9671487,7.3
2019,"Harrison County, KY",21,15.3,11.878944,9.4218502,2.5577791,0.18050408,18886,1.7246982,4.3
2006,"Anderson County, KY",21,8.6,8.7867241,5.3355236,1.3389539,0.11316341,20519,0.63405597,5.2
2017,"Bourbon County, KY",21,16.7,14.376294,9.1546192,2.3515034,0.18629305,20092,1.7767323,4.6
2002,"Robertson County, KY",21,,3.9185605,6.5777974,1.2868433,0.17015707,2292,1.9347519,5.1
2016,"Jessamine County, KY",21,15.9,13.245157,7.1457782,1.7957464,0.13941285,52219,1.0095447,3.9
2003,"Fayette County, KY",21,13.0,30.081915,4.9878159,0.87604952,0.099442765,269904,0.77771378,4.6
2003,"Anderson County, KY",21,9.2,8.5140505,4.7281246,0.99338585,0.11100287,19504,0.6134913,4.6
2013,"Franklin County, KY",21,16.9,27.44013,10.149858,3.1964974,0.15398763,49478,1.0566903,6.6
2016,"Franklin County, KY",21,13.7,29.592428,11.398833,4.1117086,0.16787958,50292,1.5716239,4.1
2006,"Jessamine County, KY",21,13.4,13.630982,5.0612025,1.1824458,0.10421108,45024,0.64855826,4.7
2013,"Bourbon County, KY",21,16.5,14.272523,8.2573957,2.1858108,0.16668332,20026,1.1392781,7.0
2006,"Franklin County, KY",21,12.0,31.206974,7.1988587,2.1165717,0.12735374,48699,0.90081918,4.6
2002,"Bourbon County, KY",21,,14.730429,5.6841373,1.1961671,0.13864899,19452,0.97031295,5.4
2016,"Fayette County, KY",21,17.9,31.073456,6.9929004,1.5647596,0.12505788,319644,1.2986892,3.6
2012,"Robertson County, KY",21,23.8,4.0100994,9.7180433,2.4822817,0.20912376,2214,2.333509,10.2
2005,"Bourbon County, KY",21,17.2,14.897754,6.2431426,1.5404609,0.14310829,19908,1.0029659,5.4
2018,"Scott County, KY",21,8.3,26.39352,6.1165199,1.5180393,0.12056889,55968,0.8351106,3.3
2009,"Bourbon County, KY",21,17.1,15.229694,7.9774208,1.9566391,0.15199481,20027,1.1712499,9.6
2013,"Woodford County, KY",21,11.0,16.164089,7.0750656,1.7848588,0.15004931,25345,0.57149935,5.3
2009,"Woodford County, KY",21,10.1,17.655371,6.7333155,1.5589565,0.12683183,24702,0.60192299,8.2
2018,"Robertson County, KY",21,19.1,4.4445381,11.059325,2.5019922,0.21314554,2130,3.8691208,4.9
2006,"Nicholas County, KY",21,15.6,4.3490839,8.0893784,2.0748191,0.15041275,7147,1.8731457,6.7
2011,"Jessamine County, KY",21,17.2,12.558762,6.5959897,1.4404602,0.11738116,48892,0.71511042,7.8
2003,"Harrison County, KY",21,12.7,11.309027,5.6795573,1.1507686,0.13576578,18171,0.90341884,5.7
2006,"Robertson County, KY",21,20.8,4.0365796,7.6138663,1.9517295,0.16977046,2309,1.9565027,5.3
2002,"Jessamine County, KY",21,,13.319181,4.4319339,0.80529237,0.097669281,40760,0.70722955,4.2
2003,"Jessamine County, KY",21,12.2,13.63911,4.4700851,0.7886039,0.099265859,41545,0.64963156,4.6
2007,"Jessamine County, KY",21,14.0,13.977822,5.2764874,1.2302397,0.10522544,46044,0.67238998,4.4
2008,"Woodford County, KY",21,9.7,19.619081,6.1493168,1.4989117,0.12285563,24541,0.51754504,4.8
2012,"Franklin County, KY",21,16.2,27.605143,9.8088198,2.9448383,0.14860575,49453,1.014967,6.7
2010,"Jessamine County, KY",21,16.1,12.274576,6.6286287,1.4167585,0.1134711,48682,0.71380061,8.5
2017,"Scott County, KY",21,10.4,27.355272,6.0941992,1.4752645,0.11804973,54782,0.86286026,3.7
2015,"Nicholas County, KY",21,21.5,4.2390189,11.630671,2.6104691,0.16857912,7059,3.6419034,6.3
2002,"Scott County, KY",21,,37.82106,3.9443531,0.70456749,0.08595264,35601,0.70225662,4.8
2004,"Harrison County, KY",21,13.6,11.19824,6.1669965,1.3936403,0.13854001,18233,1.0495272,5.7
2007,"Robertson County, KY",21,22.3,4.6838655,7.9263773,1.8214736,0.17780748,2244,2.1352994,4.8
2004,"Bourbon County, KY",21,14.3,15.300136,6.0517855,1.373222,0.13941114,19733,1.0419769,4.8
2013,"Harrison County, KY",21,17.4,10.584178,8.1759071,2.0534632,0.16084218,18571,1.146222,7.6
2019,"Robertson County, KY",21,22.0,4.5216174,10.924698,2.2504833,0.21963947,2108,3.8316128,5.4
2010,"Franklin County, KY",21,16.0,28.257082,9.6488638,2.7098367,0.13966662,49253,1.0570871,8.7
2008,"Harrison County, KY",21,15.3,10.985438,7.2176156,1.7632945,0.14642933,18876,0.98888564,6.3
2002,"Anderson County, KY",21,,8.6595192,4.6402049,0.93573642,0.11006989,19315,0.66561449,4.9
2009,"Jessamine County, KY",21,14.1,12.660188,6.3760719,1.389273,0.11077192,48153,0.74505693,9.1
2007,"Anderson County, KY",21,9.3,8.533205,5.653439,1.4770185,0.11329111,20999,0.65701133,5.0
2019,"Bourbon County, KY",21,14.1,15.329631,9.7206774,2.6657703,0.19693753,19788,1.7713743,3.8
2002,"Woodford County, KY",21,,19.182991,4.4418912,0.899427,0.10719474,23406,0.5085603,4.0
2005,"Anderson County, KY",21,8.8,8.7921066,5.2096534,1.2458849,0.11167259,19987,0.67974162,4.8
2018,"Bourbon County, KY",21,16.5,14.478064,9.2147884,2.4000626,0.18940148,20116,1.7620442,4.0
2019,"Anderson County, KY",21,10.2,8.707777,8.3200073,2.2358811,0.16309842,22747,1.0489844,3.7
2005,"Harrison County, KY",21,13.9,11.126783,6.2736611,1.4850638,0.13896473,18314,1.0148191,5.9
2014,"Scott County, KY",21,10.9,26.786425,5.9771819,1.4436909,0.10763584,51219,0.83475572,4.9
2007,"Fayette County, KY",21,15.9,31.742636,5.5363269,1.2639668,0.10295773,283291,0.85348022,4.0
2004,"Jessamine County, KY",21,13.2,13.85432,4.7733035,0.92901713,0.10068952,42348,0.74107105,4.3
2014,"Anderson County, KY",21,11.3,7.7680907,7.6277957,1.9402198,0.14098226,21868,1.0054566,5.2
2014,"Nicholas County, KY",21,19.4,4.2347488,10.791399,2.3659973,0.16751774,7050,3.2154162,7.7
2017,"Harrison County, KY",21,15.3,11.363292,8.9964237,2.2645566,0.17283159,18735,1.763943,4.6
2004,"Franklin County, KY",21,12.3,31.595903,6.8466268,1.8214951,0.12240399,48536,0.97323442,4.1
2004,"Scott County, KY",21,10.5,34.700253,4.2854414,0.86524838,0.085437968,38051,0.71428049,4.5
2008,"Scott County, KY",21,11.2,28.029819,5.1140766,1.1589689,0.090041414,45157,0.58686,5.4
2011,"Bourbon County, KY",21,18.2,14.647965,8.2519341,2.0708752,0.15335894,20051,1.1376724,8.4
2013,"Scott County, KY",21,10.5,26.035006,5.6665468,1.3365874,0.10328,50000,0.60382825,6.1
2017,"Franklin County, KY",21,13.7,28.164543,10.650067,3.316035,0.17317595,50492,1.6225575,4.1
2006,"Bourbon County, KY",21,15.6,15.496383,6.5048866,1.8266749,0.1449846,19809,0.96458673,5.0
2012,"Harrison County, KY",21,18.9,10.591704,8.1469603,2.0570595,0.15782408,18622,1.097605,7.9
2016,"Bourbon County, KY",21,17.6,14.640091,9.1015844,2.2943447,0.18191753,20130,1.7140728,4.8
2005,"Nicholas County, KY",21,19.1,4.5149417,7.8259106,1.7683849,0.14802355,7134,1.9615204,9.5
2016,"Nicholas County, KY",21,19.8,4.3494945,11.50903,2.7740493,0.16927855,7083,3.3931549,5.8
2015,"Scott County, KY",21,13.1,27.598097,6.2126012,1.4628932,0.11099607,52155,0.94175279,3.9
2011,"Nicholas County, KY",21,18.9,4.4019322,10.271485,2.5265262,0.15787245,7088,2.2496486,9.1
2002,"Fayette County, KY",21,,30.222139,5.0194192,0.87273234,0.10013468,265822,0.84723473,4.2
2008,"Bourbon County, KY",21,14.3,15.58802,7.3276801,1.9673626,0.15050384,20046,0.99952132,5.8
2009,"Harrison County, KY",21,19.7,10.644207,8.0312738,1.8593364,0.14729543,18894,1.1565078,11.4
2011,"Scott County, KY",21,12.2,24.104563,5.7468882,1.2113222,0.095673405,47913,0.63005602,8.0
2016,"Harrison County, KY",21,15.3,11.396417,8.9580297,2.2572615,0.16920674,18569,1.7162004,4.7
2005,"Scott County, KY",21,10.4,34.45306,4.3300128,0.90407926,0.085450463,39637,0.66595566,4.9
2014,"Woodford County, KY",21,11.2,15.886591,7.3509388,1.8357463,0.15711717,25586,0.80052173,4.5
2015,"Jessamine County, KY",21,18.3,13.102581,7.1645055,1.7520423,0.13503446,51809,1.0933121,4.2
2009,"Anderson County, KY",21,11.0,8.0074043,6.9421663,1.6180791,0.11838897,21328,0.74918252,10.4
2018,"Jessamine County, KY",21,12.6,13.273965,7.2444468,1.892205,0.14863181,53757,1.0032345,3.6
2013,"Jessamine County, KY",21,15.4,12.119108,6.5655947,1.5615678,0.12707502,50120,0.69803911,6.5
2015,"Harrison County, KY",21,16.2,11.085246,9.0226479,2.2149312,0.1651199,18641,1.831897,4.7
2003,"Nicholas County, KY",21,14.3,5.2767949,7.4384027,1.7592463,0.15123674,7075,1.7437563,6.6
2007,"Bourbon County, KY",21,16.1,15.671103,6.8679366,1.9544699,0.14624704,19891,1.019123,4.9
2018,"Anderson County, KY",21,10.0,8.3550205,8.0575752,2.1741309,0.15719271,22641,1.060856,3.6
2015,"Woodford County, KY",21,11.6,16.808456,7.8492322,2.0066676,0.16426913,25860,0.90483063,3.5
2014,"Franklin County, KY",21,12.9,28.198805,10.551592,3.4057114,0.15899447,49725,1.4961886,5.3
2011,"Robertson County, KY",21,23.1,3.8445344,9.7444859,2.4841902,0.19432314,2290,2.3505592,11.2
2018,"Nicholas County, KY",21,15.5,4.2652578,11.144768,2.5467415,0.16789438,7195,3.4371688,4.6
2012,"Anderson County, KY",21,11.0,7.5830727,6.9686055,1.6654848,0.13045081,21694,0.68871498,6.9
2009,"Robertson County, KY",21,22.2,4.3536525,9.6749506,2.2409172,0.1840035,2288,2.4233875,9.9
2011,"Harrison County, KY",21,19.0,10.519412,8.301033,2.0212157,0.15180053,18689,1.1385866,10.1
2012,"Nicholas County, KY",21,19.8,4.4248757,10.229913,2.6892235,0.16495433,7008,2.1837544,8.2
2002,"Franklin County, KY",21,,31.974079,6.4195518,1.610297,0.12239869,48293,0.89705759,4.3
2010,"Woodford County, KY",21,11.2,16.729792,7.1421623,1.6984901,0.13059105,25040,0.57484603,7.3
2011,"Franklin County, KY",21,15.2,28.217741,9.7392435,2.8319643,0.14213291,49313,1.0606114,7.9
2013,"Anderson County, KY",21,11.4,7.7227769,7.3080964,1.8999907,0.13666253,21747,0.71541661,6.4
2005,"Franklin County, KY",21,11.9,31.403767,6.980175,1.8954719,0.12420814,48620,0.943349,4.6
2004,"Robertson County, KY",21,19.0,4.2480745,6.7952075,1.1685771,0.17232376,2298,2.1151931,5.8
2005,"Woodford County, KY",21,9.1,19.839962,5.0681477,1.2363763,0.11381774,23933,0.52829456,4.2
2010,"Nicholas County, KY",21,18.7,4.6128802,9.8856182,2.1370025,0.15600449,7128,2.2264693,10.1
2005,"Jessamine County, KY",21,12.5,13.699614,4.8863611,0.9881261,0.10215387,43503,0.7007069,4.7
2013,"Nicholas County, KY",21,20.6,4.3881755,10.554542,2.9070764,0.16552511,7008,2.2750442,8.6
2017,"Anderson County, KY",21,10.4,8.0967941,7.9568572,2.0890791,0.15191838,22545,1.0732497,4.1
2019,"Franklin County, KY",21,11.5,28.745483,11.061924,3.5270314,0.18397364,50991,1.5824416,3.7
2014,"Bourbon County, KY",21,19.2,14.786994,8.8276348,2.26788,0.17317377,20055,1.6146697,5.6
2010,"Fayette County, KY",21,20.0,28.377354,7.2328548,1.4226825,0.10555907,296848,0.91059762,7.4
2018,"Harrison County, KY",21,15.5,11.480606,9.1150103,2.335362,0.17609158,18780,1.7491547,4.1
2012,"Jessamine County, KY",21,15.7,12.371373,6.5049777,1.5045205,0.12291022,49467,0.67910254,6.7
2015,"Bourbon County, KY",21,14.8,15.006094,9.3318262,2.3985465,0.17752653,20166,1.8264085,4.7
2004,"Anderson County, KY",21,9.6,8.6514025,5.0139713,1.1220644,0.11103784,19714,0.70962095,4.3
2019,"Woodford County, KY",21,8.3,16.145599,8.5062199,2.3088617,0.19376075,26734,0.83209366,3.1
2007,"Harrison County, KY",21,14.2,11.481906,6.6553545,1.7231508,0.14456609,18725,1.0078142,4.9
2009,"Nicholas County, KY",21,19.1,4.5822248,10.132323,2.4335654,0.15354386,7125,2.3065279,12.2
2015,"Franklin County, KY",21,13.7,28.881004,11.026138,3.6079266,0.16391052,50070,1.6908559,4.2
2014,"Harrison County, KY",21,18.5,10.337054,8.7109108,2.1451604,0.16366173,18636,1.6151108,6.0
2011,"Grant County, KY",21,15.7,7.1026864,8.462059,1.9269023,0.11209368,24765,1.1802421,10.7
2011,"Boone County, KY",21,8.7,29.150375,5.8483949,1.4277567,0.098438911,121710,0.45074469,7.9
2002,"Boone County, KY",21,,38.794243,3.9437251,0.84274775,0.081105411,93323,0.48429677,4.1
2009,"Grant County, KY",21,16.7,7.3339767,8.086998,1.7640363,0.10588331,24697,1.2168963,11.5
2002,"Bracken County, KY",21,,5.7039709,6.016274,1.420611,0.13273074,8408,1.0275824,5.1
2013,"Boone County, KY",21,8.7,29.443329,5.6671205,1.4713099,0.11035658,125022,0.43877608,6.6
2013,"Campbell County, KY",21,14.8,13.172116,7.2069316,1.8324752,0.13583015,91423,0.96267831,6.6
2014,"Gallatin County, KY",21,16.7,14.214978,7.8516417,1.6315445,0.12737378,8636,2.3578377,7.0
2012,"Campbell County, KY",21,14.5,13.38268,7.2168903,1.762743,0.13295925,91246,0.92616189,6.9
2015,"Bracken County, KY",21,15.7,6.679049,9.3828735,2.10271,0.15343788,8290,2.0297792,6.3
2010,"Pendleton County, KY",21,15.0,6.3803825,7.9776011,1.9103954,0.12376802,14915,0.95816571,12.3
2012,"Boone County, KY",21,8.7,29.59886,5.7368369,1.4956433,0.10515185,123412,0.42681214,6.8
2015,"Boone County, KY",21,8.2,31.291706,6.2818608,1.7046024,0.12026279,128161,0.69345891,4.1
2018,"Gallatin County, KY",21,15.1,14.700768,7.8571143,1.6400331,0.13655031,8766,2.5429537,4.1
2006,"Kenton County, KY",21,9.5,21.648994,5.6797342,1.4322854,0.11040969,155557,0.83806229,5.0
2012,"Kenton County, KY",21,14.7,20.484566,6.7565179,1.6898628,0.11791298,161704,0.9219715,7.4
2006,"Bracken County, KY",21,13.9,5.9155998,7.164887,2.165719,0.1308345,8484,1.0323396,5.7
2011,"Pendleton County, KY",21,16.2,6.4802752,8.0843811,2.071522,0.1279498,14662,0.98048329,10.8
2011,"Campbell County, KY",21,13.1,12.939525,7.5466995,1.8567761,0.12896614,91241,0.96555543,8.3
2005,"Kenton County, KY",21,11.1,20.071199,5.5781736,1.2930104,0.11036685,153769,0.88644779,5.0
2007,"Pendleton County, KY",21,15.3,6.7043571,6.2260828,1.7239248,0.11576833,14935,0.85292548,5.8
2010,"Kenton County, KY",21,13.3,20.396946,7.1405215,1.6481117,0.11202106,159961,0.96708894,9.8
2007,"Gallatin County, KY",21,15.3,13.516189,5.5863805,1.3159746,0.10747271,8337,1.5269336,5.4
2008,"Kenton County, KY",21,11.0,21.657511,6.4796491,1.5565131,0.11168472,158258,0.86344439,5.9
2007,"Bracken County, KY",21,15.4,5.9555855,7.3612833,2.1119468,0.13119981,8468,1.0969883,6.0
2013,"Gallatin County, KY",21,16.3,12.685561,7.030376,1.5988355,0.12858476,8578,1.6670724,9.3
2003,"Grant County, KY",21,12.5,8.2218704,5.3411798,1.0658933,0.092086881,23619,0.95594847,5.9
2008,"Bracken County, KY",21,13.7,5.9015546,7.7718153,2.0104182,0.13422264,8471,1.0843192,7.2
2018,"Kenton County, KY",21,10.4,23.253492,7.8722653,2.1144416,0.14424025,166292,1.4514993,3.4
2015,"Gallatin County, KY",21,15.0,14.661572,8.2970285,1.7964766,0.13015209,8613,2.6816814,5.1
2019,"Gallatin County, KY",21,13.3,15.490982,7.7888074,1.6271554,0.14172962,8869,2.483886,4.0
2015,"Grant County, KY",21,16.4,8.1936398,9.3638477,2.2475772,0.12896183,24736,1.9092669,5.3
2002,"Grant County, KY",21,,8.3961477,5.3118224,1.1098654,0.091946624,23307,1.0397965,5.4
2004,"Grant County, KY",21,13.3,7.9948158,5.6129427,1.0598744,0.09423206,23856,1.1040107,5.3
2006,"Campbell County, KY",21,12.9,14.034986,6.1175957,1.6751577,0.12619837,88036,0.84368539,5.1
2018,"Boone County, KY",21,6.4,34.349998,6.4971304,1.8376142,0.13561687,131901,0.64510584,3.4
2009,"Boone County, KY",21,7.9,28.902424,5.5877686,1.3104713,0.093341619,117461,0.48018363,9.0
2013,"Bracken County, KY",21,16.2,6.3248496,8.573988,2.2423797,0.14626618,8423,1.2422895,9.8
2011,"Kenton County, KY",21,16.0,20.522951,7.0290837,1.6945291,0.11378219,160526,0.96795797,8.8
2009,"Kenton County, KY",21,13.2,20.63007,7.0284796,1.6292188,0.11149279,159239,1.0046391,9.9
2005,"Campbell County, KY",21,12.1,13.707043,5.8942528,1.4019541,0.12637569,88047,0.88227582,5.4
2006,"Grant County, KY",21,13.4,7.6306372,6.2360744,1.5744694,0.098214656,24253,1.0094035,5.4
2014,"Kenton County, KY",21,15.5,20.763969,7.2970061,1.7934319,0.12610696,163623,1.3511541,5.5
2019,"Boone County, KY",21,7.1,35.295113,6.7378149,1.9512738,0.14076103,133581,0.63248932,3.4
2009,"Gallatin County, KY",21,19.3,10.91458,7.2638068,1.5610743,0.11320755,8533,1.725107,12.1
2006,"Gallatin County, KY",21,18.6,12.824142,5.4069252,1.3041373,0.1043257,8253,1.4534105,4.8
2004,"Gallatin County, KY",21,17.2,12.522779,5.3978443,1.1280837,0.10296834,8119,1.5907837,5.7
2009,"Pendleton County, KY",21,15.4,6.2426443,7.8712883,1.9848957,0.12160151,14786,0.99812609,12.3
2019,"Campbell County, KY",21,10.9,15.009127,8.2526627,2.2192082,0.16101043,93584,1.4525574,3.5
2012,"Gallatin County, KY",21,17.3,12.810922,6.9374428,1.6301507,0.1246492,8552,1.6050925,9.3
2016,"Campbell County, KY",21,12.5,14.919956,8.0184822,2.0931008,0.1472517,92257,1.4433224,3.8
2015,"Campbell County, KY",21,14.4,14.07326,8.101409,2.0581219,0.14338283,92124,1.5483122,4.1
2018,"Bracken County, KY",21,11.3,6.5709467,9.9100065,2.5813885,0.16779415,8278,1.9522061,4.9
2013,"Grant County, KY",21,20.1,7.3961887,8.4971704,2.1378357,0.12240993,24565,1.1903096,8.3
2010,"Grant County, KY",21,18.4,7.2963605,8.5298414,1.9388789,0.10876524,24677,1.1784025,11.8
2003,"Boone County, KY",21,7.1,38.740208,4.0230384,0.88551003,0.082374848,96680,0.43626475,4.8
2012,"Grant County, KY",21,17.1,7.3636203,8.443059,2.0923388,0.11830676,24521,1.1448423,9.0
2004,"Campbell County, KY",21,10.9,13.48432,5.8310666,1.3528805,0.12623036,87982,0.90937203,4.7
2018,"Pendleton County, KY",21,15.5,6.8227749,8.9915667,2.3985267,0.16033727,14588,1.5206021,4.1
2002,"Campbell County, KY",21,,12.332973,5.4808726,1.2232683,0.12506208,88596,0.82995218,4.3
2009,"Bracken County, KY",21,16.7,5.7227545,8.2404413,1.8479503,0.13560723,8473,1.2691593,11.2
2019,"Pendleton County, KY",21,12.4,6.811862,9.5085373,2.7600603,0.16470185,14590,1.5075285,3.8
2017,"Pendleton County, KY",21,14.6,6.9329867,8.8776779,2.3341775,0.15655389,14602,1.5295366,4.7
2006,"Boone County, KY",21,7.2,32.075619,4.4369559,1.1539369,0.08649984,109295,0.42032847,4.7
2016,"Pendleton County, KY",21,14.4,6.9613562,8.712925,2.2209044,0.15080507,14595,1.4749646,4.8
2013,"Kenton County, KY",21,13.4,19.900486,6.8985186,1.7672045,0.12136871,163131,0.95185441,7.0
2012,"Bracken County, KY",21,17.8,6.1649828,8.4709816,2.2711897,0.14523754,8462,1.1873019,9.4
2017,"Boone County, KY",21,7.1,32.921684,6.3355904,1.7597197,0.12989493,130952,0.65519136,3.9
2010,"Gallatin County, KY",21,16.7,11.29987,7.071012,1.3512865,0.11518811,8612,1.6540174,12.3
2004,"Kenton County, KY",21,11.3,18.808552,5.4500232,1.1843741,0.11003148,153138,0.91674834,4.6
2014,"Grant County, KY",21,16.9,7.6441207,8.8299284,2.1980755,0.12561923,24829,1.668467,6.5
2018,"Grant County, KY",21,13.9,8.3498125,9.3623362,2.5219252,0.13844006,25065,1.799798,4.3
2017,"Bracken County, KY",21,15.6,6.5044665,9.7637615,2.4876871,0.16270368,8285,1.966562,5.8
2007,"Grant County, KY",21,15.6,7.9028163,6.4146256,1.5811595,0.10022816,24544,1.0580493,5.5
2005,"Boone County, KY",21,7.0,37.306355,4.2720938,0.99073875,0.08252731,105456,0.45514068,4.8
2015,"Pendleton County, KY",21,16.4,7.1269159,9.1074953,2.5149562,0.14972045,14487,1.5912309,5.3
2017,"Grant County, KY",21,13.9,8.6652937,9.3581486,2.4681973,0.13558644,24973,1.824746,4.9
2003,"Campbell County, KY",21,10.3,12.945197,5.5045981,1.2383583,0.12543763,88259,0.7757929,5.0
2016,"Grant County, KY",21,15.6,8.4840746,9.3612995,2.4563806,0.13287836,24910,1.7663825,4.9
2019,"Bracken County, KY",21,14.1,5.874548,10.187661,2.7065101,0.17198603,8303,1.9210441,4.9
2017,"Kenton County, KY",21,12.0,22.128748,7.8051076,2.054934,0.13973358,165608,1.470335,4.0
2009,"Campbell County, KY",21,11.1,13.078083,7.3982296,1.8181955,0.12793317,89664,1.0162669,10.0
2002,"Pendleton County, KY",21,,7.333427,4.8113685,1.0024773,0.10522018,14693,0.80649871,4.9
2004,"Bracken County, KY",21,12.8,5.9035683,6.4671569,1.6149197,0.13128492,8592,1.0965034,5.8
2017,"Gallatin County, KY",21,14.7,14.362666,7.8455715,1.6182882,0.134289,8720,2.5697567,4.6
2014,"Boone County, KY",21,8.0,29.602596,5.9198952,1.5812171,0.11576687,126677,0.61362273,5.2
2016,"Bracken County, KY",21,16.7,6.7292757,9.6903343,2.5440006,0.15738527,8368,1.8812912,6.1
2005,"Gallatin County, KY",21,17.3,13.139254,5.2789559,1.1083685,0.10224924,8225,1.5248389,5.9
2003,"Kenton County, KY",21,10.7,18.505621,5.144021,1.0755821,0.10953464,152591,0.79038465,4.8
2016,"Gallatin County, KY",21,14.5,14.316643,7.8423986,1.682058,0.13040486,8719,2.4755082,4.9
2003,"Pendleton County, KY",21,12.1,6.5182757,4.8991456,1.0213693,0.1051353,14819,0.74846309,6.2
2010,"Campbell County, KY",21,13.0,12.720648,7.6563139,1.841624,0.12774903,90623,0.97011054,9.1
2019,"Kenton County, KY",21,11.2,24.122118,8.0408201,2.1694913,0.14878622,166998,1.4348985,3.6
2014,"Bracken County, KY",21,18.6,6.6440363,9.0778818,2.1153996,0.15001795,8359,1.7731169,7.9
2003,"Gallatin County, KY",21,15.3,12.315659,5.2607307,1.202901,0.10217445,8094,1.3866798,5.7
2014,"Pendleton County, KY",21,15.6,6.9281416,8.5040684,2.3156879,0.14596574,14476,1.4023287,6.7
